"","family","genus","species","binomial","P50","P12","P88","Ks","location","country","lat","lon","mat","biome","site_name","map","map_jan","map_feb","map_mar","map_apr","map_may","map_jun","map_jul","map_aug","map_sep","map_oct","map_nov","map_dec","map_cru","sd_map","log_P50","log_Ks","mean_storm_size","median_storm_size","sd_storm_size","storm_freq","map_reanalysis","a_m","mean_temp"
"330","Myrtaceae","Leptospermum","scoparium","Leptospermum scoparium",NA,NA,NA,0.8,"Longley, Tasmania","Australia",-42.9813,147.1903,NA,"WDS","",826,74.1,65.5,72.2,71.8,61.8,79.4,82.4,97.2,82.8,82.1,88,84,NA,0.0119372333425344,NA,-0.22314355131421,6.35229829721548,4.69327975911173,4.7671136755655,6.19475605672355,395.518565894668,6.023,12.8267872204536
"331","Epacridaceae","Leucopogon","ericoides","Leucopogon ericoides",NA,NA,NA,1.18,"Longley, Tasmania","Australia",-42.9813,147.1903,NA,"WDS","",826,74.1,65.5,72.2,71.8,61.8,79.4,82.4,97.2,82.8,82.1,88,84,NA,0.0119372333425344,NA,0.165514438477573,6.35229829721548,4.69327975911173,4.7671136755655,6.19475605672355,395.518565894668,7.427,12.8267872204536
"332","Myrtaceae","Melaleuca","squamea","Melaleuca squamea",NA,NA,NA,2.96,"Longley, Tasmania","Australia",-42.9813,147.1903,NA,"WDS","",826,74.1,65.5,72.2,71.8,61.8,79.4,82.4,97.2,82.8,82.1,88,84,NA,0.0119372333425344,NA,1.08518926833597,6.35229829721548,4.69327975911173,4.7671136755655,6.19475605672355,395.518565894668,8.153,12.8267872204536
"333","Myrtaceae","Melaleuca","squarrosa","Melaleuca squarrosa ",NA,NA,NA,4.1,"Longley, Tasmania","Australia",-42.9813,147.1903,NA,"WDS","",826,74.1,65.5,72.2,71.8,61.8,79.4,82.4,97.2,82.8,82.1,88,84,NA,0.0119372333425344,NA,1.41098697371026,6.35229829721548,4.69327975911173,4.7671136755655,6.19475605672355,395.518565894668,7.302,12.8267872204536
"334","Epacridaceae","Monotoca","glauca","Monotoca glauca",NA,NA,NA,1.69,"Longley, Tasmania","Australia",-42.9813,147.1903,NA,"WDS","",826,74.1,65.5,72.2,71.8,61.8,79.4,82.4,97.2,82.8,82.1,88,84,NA,0.0119372333425344,NA,0.524728528934982,6.35229829721548,4.69327975911173,4.7671136755655,6.19475605672355,395.518565894668,5.223,12.8267872204536
"335","Mimosaceae","Acacia","dealbata","Acacia dealbata",NA,NA,NA,3.25,"Longley, Tasmania","Australia",-42.9813,147.1903,NA,"WDS","",826,74.1,65.5,72.2,71.8,61.8,79.4,82.4,97.2,82.8,82.1,88,84,NA,0.0119372333425344,NA,1.17865499634165,6.35229829721548,4.69327975911173,4.7671136755655,6.19475605672355,395.518565894668,12.405,12.8267872204536
"336","Nothofagaceae","Nothofagus","dombeyi","Nothofagus dombeyi",-4.4,-0.74,-6.5,0.66,"Trevelin ","Argentina",-43.1166666666667,-71.55,10,"TMS","",1032,47,35,55,81,156,155,150,121,72,61,54,45,NA,0.0448980139145778,-1.48160454092422,-0.415515443961666,7.84715796093192,6.19451419831338,5.43455947855491,10.8787555423674,564.8224362759,NA,10.219751560867
"337","Nothofagaceae","Nothofagus","antarctica","Nothofagus antarctica",-5.3,-2.34,-6.79,0.41,"Baggilt Lake","Argentina",-43.2666666666667,-71.6833333333333,3.6,"TMS","",1500,72.26,40.21,84.34,140.65,171.58,205,205.98,174.12,111.9,73.45,136.17,120.35,NA,0.036112386241667,-1.66770682055808,-0.891598119283784,7.48666119024636,6.20477166279954,4.59565378753535,8.79545454545454,61.1051883080082,NA,12.172524099639
"338","Nothofagaceae","Nothofagus","pumilio","Nothofagus pumilio",-5,0,-6.39,0.769,"Baggilt Lake","Argentina",-43.2666666666667,-71.6833333333333,3.6,"TMS","",1500,72.26,40.21,84.34,140.65,171.58,205,205.98,174.12,111.9,73.45,136.17,120.35,NA,0.036112386241667,-1.6094379124341,-0.262664309476493,7.48666119024636,6.20477166279954,4.59565378753535,8.79545454545454,61.1051883080082,NA,12.172524099639
"339","Euphorbiaceae","Colliguaja","integerrima","Colliguaja integerrima",NA,NA,NA,0.22,"Punta del Marquez Reserve, Rada Tilly","Argentina",-45.95,-67.5166666666667,12.9,"DES","",287,16.6,12.9,22.2,22.7,34.3,22.7,27.8,22.5,15.3,11.9,13.6,14.7,NA,0.0237033151639703,NA,-1.51412773262978,6.87326387267431,5.2629855258221,5.01838221752171,1.78008700627455,135.411796272835,NA,13.6351780943999
"340","Rhamnaceae","Retanilla","patagonica","Retanilla patagonica",NA,NA,NA,0.17,"Punta del Marquez Reserve, Rada Tilly","Argentina",-45.95,-67.5166666666667,12.9,"DES","",287,16.6,12.9,22.2,22.7,34.3,22.7,27.8,22.5,15.3,11.9,13.6,14.7,NA,0.0237033151639703,NA,-1.77195684193188,6.87326387267431,5.2629855258221,5.01838221752171,1.78008700627455,135.411796272835,NA,13.6351780943999
"341","Euphorbiaceae","Colliguaja","integerrima","Colliguaja integerrima",NA,NA,NA,0.07,"Punta del Marquez Reserve, Rada Tilly","Argentina",-45.95,-67.5166666666667,12.9,"DES","",287,16.6,12.9,22.2,22.7,34.3,22.7,27.8,22.5,15.3,11.9,13.6,14.7,NA,0.0237033151639703,NA,-2.65926003693278,6.87326387267431,5.2629855258221,5.01838221752171,1.78008700627455,135.411796272835,NA,13.6351780943999
"342","Rhamnaceae","Retanilla","patagonica","Retanilla patagonica",NA,NA,NA,0.14,"Punta del Marquez Reserve, Rada Tilly","Argentina",-45.95,-67.5166666666667,12.9,"DES","",287,16.6,12.9,22.2,22.7,34.3,22.7,27.8,22.5,15.3,11.9,13.6,14.7,NA,0.0237033151639703,NA,-1.96611285637283,6.87326387267431,5.2629855258221,5.01838221752171,1.78008700627455,135.411796272835,NA,13.6351780943999
"343","Berberidaceae","Berberis","microphylla","Berberis microphylla",NA,NA,NA,0.055,"Punta del Marquez Reserve, Rada Tilly","Argentina",-45.95,-67.5166666666667,12.9,"DES","",287,16.6,12.9,22.2,22.7,34.3,22.7,27.8,22.5,15.3,11.9,13.6,14.7,NA,0.0237033151639703,NA,-2.90042209374967,6.87326387267431,5.2629855258221,5.01838221752171,1.78008700627455,135.411796272835,NA,13.6351780943999
"344","Euphorbiaceae","Colliguaja","integerrima","Colliguaja integerrima",NA,NA,NA,0.048,"Punta del Marquez Reserve, Rada Tilly","Argentina",-45.95,-67.5166666666667,12.9,"DES","",287,16.6,12.9,22.2,22.7,34.3,22.7,27.8,22.5,15.3,11.9,13.6,14.7,NA,0.0237033151639703,NA,-3.03655426807425,6.87326387267431,5.2629855258221,5.01838221752171,1.78008700627455,135.411796272835,NA,13.6351780943999
"345","Fabaceae","Adesmia","boronioides","Adesmia boronioides",-4.42,-1.92,-7.58,0.23,"La Dora Ranch, Santa Cruz","Argentina",-46.5166666666667,-71.05,9.7,"DES","",188,6.7,17.5,7.6,14,28.7,39.5,31.9,26.5,14.3,10.4,9.3,12.2,NA,0.0572556787772135,-1.48613969608961,-1.46967597005894,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,NA,10.5582701282871
"346","Berberidaceae","Berberis","heterophylla","Berberis heterophylla",-4.5,-1.83,-6.91,0.14,"La Dora Ranch, Santa Cruz","Argentina",-46.5166666666667,-71.05,9.7,"DES","",188,6.7,17.5,7.6,14,28.7,39.5,31.9,26.5,14.3,10.4,9.3,12.2,NA,0.0572556787772135,-1.50407739677627,-1.96611285637283,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,NA,10.5582701282871
"347","Solanaceae","Lycium","chilense","Lycium chilensis",-4.9,-1.7,NA,0.3,"La Dora Ranch, Santa Cruz","Argentina",-46.5166666666667,-71.05,9.7,"DES","",188,6.7,17.5,7.6,14,28.7,39.5,31.9,26.5,14.3,10.4,9.3,12.2,NA,0.0572556787772135,-1.58923520511658,-1.20397280432594,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,NA,10.5582701282871
"348","Apiaceae","Mulinum","spinosum","Mulinum spinosum",-5.7,-0.78,-11.02,0.52,"La Dora Ranch, Santa Cruz","Argentina",-46.5166666666667,-71.05,9.7,"DES","",188,6.7,17.5,7.6,14,28.7,39.5,31.9,26.5,14.3,10.4,9.3,12.2,NA,0.0572556787772135,-1.7404661748405,-0.653926467406664,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,NA,10.5582701282871
"349","Asteraceae","Senecio","filaginoides","Senecio filaginoides",-5,-0.34,-7.33,0.41,"La Dora Ranch, Santa Cruz","Argentina",-46.5166666666667,-71.05,9.7,"DES","",188,6.7,17.5,7.6,14,28.7,39.5,31.9,26.5,14.3,10.4,9.3,12.2,NA,0.0572556787772135,-1.6094379124341,-0.891598119283784,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,NA,10.5582701282871
"350","Euphorbiaceae","Colliguaja","integerrima","Colliguaja integerrima",-4.4,-1.63,-5.98,0.37,"La Dora Ranch, Santa Cruz","Argentina",-46.5166666666667,-71.05,9.7,"DES","",188,6.7,17.5,7.6,14,28.7,39.5,31.9,26.5,14.3,10.4,9.3,12.2,NA,0.0572556787772135,-1.48160454092422,-0.994252273343867,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,NA,10.5582701282871
"351","Anacardiaceae","Schinus","johnstonii","Schinus johnstonii",-3.6,-3.08,NA,0.13,"La Dora Ranch, Santa Cruz","Argentina",-46.5166666666667,-71.05,9.7,"DES","",188,6.7,17.5,7.6,14,28.7,39.5,31.9,26.5,14.3,10.4,9.3,12.2,NA,0.0572556787772135,-1.28093384546206,-2.04022082852655,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,NA,10.5582701282871
"352","Solanaceae","Lycium","chilense","Lycium chilense",NA,NA,NA,0.266,"Patagonian steppe","Argentina",-46.517,-71.05,9,"DES","AR_Patagonia",188,5,3,9,16,34,28,35,26,15,7,5,5,216,0.0639639681415004,NA,-1.32425897020044,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,NA,10.5582701282871
"353","Euphorbiaceae","Colliguaja","integerrima","Colliguaja integerrima",NA,NA,NA,0.43,"Patagonian steppe","Argentina",-46.517,-71.05,9,"DES","AR_Patagonia",188,5,3,9,16,34,28,35,26,15,7,5,5,216,0.0639639681415004,NA,-0.843970070294529,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,NA,10.5582701282871
"354","Berberidaceae","Berberis","heterophylla","Berberis heterophylla",NA,NA,NA,0.067,"Patagonian steppe","Argentina",-46.517,-71.05,9,"DES","AR_Patagonia",188,5,3,9,16,34,28,35,26,15,7,5,5,216,0.0639639681415004,NA,-2.70306265959117,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,NA,10.5582701282871
"355","Asteraceae","Senecio","filaginoides","Senecio filaginoides",NA,NA,NA,0.38,"Patagonian steppe","Argentina",-46.517,-71.05,9,"DES","AR_Patagonia",188,5,3,9,16,34,28,35,26,15,7,5,5,216,0.0639639681415004,NA,-0.967584026261706,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,NA,10.5582701282871
"356","Apiaceae","Mulinum","spinosum","Mulinum spinosum",NA,NA,NA,0.51,"Patagonian steppe","Argentina",-46.517,-71.05,9,"DES","AR_Patagonia",188,5,3,9,16,34,28,35,26,15,7,5,5,216,0.0639639681415004,NA,-0.673344553263766,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,NA,10.5582701282871
"357","Anacardiaceae","Schinus","johnstonii","Schinus johnstonii",NA,NA,NA,0.185,"Patagonian steppe","Argentina",-46.517,-71.05,9,"DES","AR_Patagonia",188,5,3,9,16,34,28,35,26,15,7,5,5,216,0.0639639681415004,NA,-1.68739945390381,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,NA,10.5582701282871
"358","Fabaceae","Adesmia","boronioides","Adesmia boronioides",NA,NA,NA,0.33,"Patagonian steppe","Argentina",-46.517,-71.05,9,"DES","AR_Patagonia",188,5,3,9,16,34,28,35,26,15,7,5,5,216,0.0639639681415004,NA,-1.10866262452161,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,NA,10.5582701282871
"359","Gnetaceae","Gnetum","latifolium","Gnetum latifolium",NA,NA,NA,1.65,"20 km N of Madang","Papua New Guinea",-5.133,145.683,26.5,"TRR","PNG_Madang",3558,369,345,369,420,339,224,178,138,148,280,323,425,3369,0.0285974403806153,NA,0.500775287912489,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,8.98,26.4457452076124
"360","Euphorbiaceae","Homalanthus","novoguineensis","Homalanthus novoguineensis",NA,NA,NA,3.87,"20 km N of Madang","Papua New Guinea",-5.133,145.683,26.5,"TRR","PNG_Madang",3558,369,345,369,420,339,224,178,138,148,280,323,425,3369,0.0285974403806153,NA,1.35325450704169,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,26,26.4457452076124
"361","Gnetaceae","Gnetum","sp.","Gnetum sp.",NA,NA,NA,1.8,"20 km N of Madang","Papua New Guinea",-5.133,145.683,26.5,"TRR","PNG_Madang",3558,369,345,369,420,339,224,178,138,148,280,323,425,3369,0.0285974403806153,NA,0.587786664902119,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,8,26.4457452076124
"362","Piperaceae","Piper","betle","Piper betle",NA,NA,NA,1.05785,"20 km N of Madang","Papua New Guinea",-5.133,145.683,26.5,"TRR","PNG_Madang",3558,369,345,369,420,339,224,178,138,148,280,323,425,3369,0.0285974403806153,NA,0.0562385464471894,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,NA,26.4457452076124
"363","Podocarpaceae","Podocarpus","neriifolius","Podocarpus neriifolius",NA,NA,NA,0.45,"20 km N of Madang","Papua New Guinea",-5.133,145.683,26.5,"TRR","PNG_Madang",3558,369,345,369,420,339,224,178,138,148,280,323,425,3369,0.0285974403806153,NA,-0.798507696217772,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,NA,26.4457452076124
"364","Icacinaceae","Gonocaryum","sp.","Gonocaryum sp.",NA,NA,NA,4.59504,"20 km N of Madang","Papua New Guinea",-5.133,145.683,26.5,"TRR","PNG_Madang",3558,369,345,369,420,339,224,178,138,148,280,323,425,3369,0.0285974403806153,NA,1.52497746088402,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,NA,26.4457452076124
"365","Malvaceae","Hibiscus","sp.","Hibiscus sp.",NA,NA,NA,9.2,"20 km N of Madang","Papua New Guinea",-5.133,145.683,26.5,"TRR","PNG_Madang",3558,369,345,369,420,339,224,178,138,148,280,323,425,3369,0.0285974403806153,NA,2.21920348405499,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,27.9,26.4457452076124
"366","Malvaceae","Trichospermum","pleiostigma","Trichospermum pleiostigma",NA,NA,NA,7.66942,"20 km N of Madang","Papua New Guinea",-5.133,145.683,26.5,"TRR","PNG_Madang",3558,369,345,369,420,339,224,178,138,148,280,323,425,3369,0.0285974403806153,NA,2.03724099322392,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,NA,26.4457452076124
"367","Gnetaceae","Gnetum","costatum","Gnetum costatum",NA,NA,NA,1.12,"20 km N of Madang","Papua New Guinea",-5.133,145.683,26.5,"TRR","PNG_Madang",3558,369,345,369,420,339,224,178,138,148,280,323,425,3369,0.0285974403806153,NA,0.113328685307003,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,13.23,26.4457452076124
"368","Eupomatiaceae","Eupomatia","laurina","Eupomatia laurina",NA,NA,NA,1.12397,"20 km N of Madang","Papua New Guinea",-5.133,145.683,26.5,"TRR","PNG_Madang",3558,369,345,369,420,339,224,178,138,148,280,323,425,3369,0.0285974403806153,NA,0.116867060723845,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,NA,26.4457452076124
"369","Gnetaceae","Gnetum","gnemon","Gnetum gnemon",NA,NA,NA,1.1,"20 km N of Madang","Papua New Guinea",-5.133,145.683,26.5,"TRR","PNG_Madang",3558,369,345,369,420,339,224,178,138,148,280,323,425,3369,0.0285974403806153,NA,0.0953101798043249,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,13.45,26.4457452076124
"370","Piperaceae","Piper","aduncum","Piper aduncum",NA,NA,NA,7.82,"20 km N of Madang","Papua New Guinea",-5.133,145.683,26.5,"TRR","PNG_Madang",3558,369,345,369,420,339,224,178,138,148,280,323,425,3369,0.0285974403806153,NA,2.05668455455722,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,NA,26.4457452076124
"371","Malvaceae","Kleinhovia","hospita","Kleinhovia hospita",NA,NA,NA,8.2,"20 km N of Madang","Papua New Guinea",-5.133,145.683,26.5,"TRR","PNG_Madang",3558,369,345,369,420,339,224,178,138,148,280,323,425,3369,0.0285974403806153,NA,2.10413415427021,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,NA,26.4457452076124
"372","Cannabaceae","Trema","orientalis","Trema orientalis",NA,NA,NA,5.87,"20 km N of Madang","Papua New Guinea",-5.133,145.683,26.5,"TRR","PNG_Madang",3558,369,345,369,420,339,224,178,138,148,280,323,425,3369,0.0285974403806153,NA,1.76985463384001,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,NA,26.4457452076124
"373","Menispermaceae","Tinospora","sp.","Tinospora sp.",NA,NA,NA,10.1488,"20 km N of Madang","Papua New Guinea",-5.133,145.683,26.5,"TRR","PNG_Madang",3558,369,345,369,420,339,224,178,138,148,280,323,425,3369,0.0285974403806153,NA,2.3173554718975,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,NA,26.4457452076124
"374","Myristicaceae","Horsfieldia","sp.","Horsfieldia sp.",NA,NA,NA,1.45455,"20 km N of Madang","Papua New Guinea",-5.133,145.683,26.5,"TRR","PNG_Madang",3558,369,345,369,420,339,224,178,138,148,280,323,425,3369,0.0285974403806153,NA,0.374696574436528,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,NA,26.4457452076124
"375","Chloranthaceae","Hedyosmum","mexicanum","Hedyosmum mexicanum",-0.789,NA,NA,NA,"Heredia Province","Costa Rica",10.025,-84.125,NA,"","CR_Heredia",3131,124,82,66,135,355,335,312,325,424,419,320,234,3131,0.0410217830376615,0.236988958136263,NA,13.4498165843804,9.33249619419009,12.7412276319085,20.8751893514076,3519.82084975608,NA,22.9349686724286
"376","Myrsinaceae","Ardisia","palmana","Ardisia palmana",NA,NA,NA,0.23,"Monteverde","Costa Rica",10.2,-84.7,17.2,"TRR","CR_Monteverde",3000,140,72,49,57,274,368,326,366,412,455,282,198,2786,0.047901721428618,NA,-1.46967597005894,11.9158354516796,8.33922180908055,11.3054905997344,18.3595512728906,2760.8663352391,NA,25.104912562791
"377","Clusiaceae","Clusia","stenophylla","Clusia stenophylla",NA,NA,NA,0.12,"Monteverde","Costa Rica",10.2,-84.7,17.2,"TRR","CR_Monteverde",3000,140,72,49,57,274,368,326,366,412,455,282,198,2786,0.047901721428618,NA,-2.12026353620009,11.9158354516796,8.33922180908055,11.3054905997344,18.3595512728906,2760.8663352391,NA,25.104912562791
"378","Araliaceae","Schefflera","pittieri","Schefflera pittieri",NA,NA,NA,0.65,"Monteverde","Costa Rica",10.2,-84.7,17.2,"TRR","CR_Monteverde",3000,140,72,49,57,274,368,326,366,412,455,282,198,2786,0.047901721428618,NA,-0.430782916092454,11.9158354516796,8.33922180908055,11.3054905997344,18.3595512728906,2760.8663352391,NA,25.104912562791
"379","Araliaceae","Dendropanax","latilobus","Dendropanax latilobus",NA,NA,NA,0.64,"Monteverde","Costa Rica",10.2,-84.7,17.2,"TRR","CR_Monteverde",3000,140,72,49,57,274,368,326,366,412,455,282,198,2786,0.047901721428618,NA,-0.44628710262842,11.9158354516796,8.33922180908055,11.3054905997344,18.3595512728906,2760.8663352391,NA,25.104912562791
"380","Araliaceae","Oreopanax","nubigenum","Oreopanax nubigenum",NA,NA,NA,0.48,"Monteverde","Costa Rica",10.2,-84.7,17.2,"TRR","CR_Monteverde",3000,140,72,49,57,274,368,326,366,412,455,282,198,2786,0.047901721428618,NA,-0.7339691750802,11.9158354516796,8.33922180908055,11.3054905997344,18.3595512728906,2760.8663352391,NA,25.104912562791
"381","Rubiaceae","Cosmibuena","valerii","Cosmibuena valerii",NA,NA,NA,0.39,"Monteverde","Costa Rica",10.2,-84.7,17.2,"TRR","CR_Monteverde",3000,140,72,49,57,274,368,326,366,412,455,282,198,2786,0.047901721428618,NA,-0.941608539858445,11.9158354516796,8.33922180908055,11.3054905997344,18.3595512728906,2760.8663352391,NA,25.104912562791
"382","Melastomataceae","Miconia","sp.","Miconia sp.",NA,NA,NA,0.51,"Monteverde","Costa Rica",10.2,-84.7,17.2,"TRR","CR_Monteverde",3000,140,72,49,57,274,368,326,366,412,455,282,198,2786,0.047901721428618,NA,-0.673344553263766,11.9158354516796,8.33922180908055,11.3054905997344,18.3595512728906,2760.8663352391,NA,25.104912562791
"383","Winteraceae","Drimys","granadensis","Drimys granadensis",NA,NA,NA,0.39,"Monteverde","Costa Rica",10.2,-84.7,17.2,"TRR","CR_Monteverde",3000,140,72,49,57,274,368,326,366,412,455,282,198,2786,0.047901721428618,NA,-0.941608539858445,11.9158354516796,8.33922180908055,11.3054905997344,18.3595512728906,2760.8663352391,NA,25.104912562791
"384","Fabaceae","Pithecellobium","dulce","Pithecellobium dulce",-1.65,-0.53,-6.01,0.54,"Estado Miranda","Venezuela",10.25,-67.05,24.6,"TRS","VE_Miranda",900,19,11,13,28,96,156,145,125,106,96,67,39,1067,0.058458419678227,-0.500775287912489,-0.616186139423817,7.96007894375236,5.90081976488529,6.37685306356468,9.40319498601556,1029.08851004158,NA,20.7577758176693
"385","Capparaceae","Morisonia","americana","Morisonia americana",-2.39,-1.09,-6.16,0.14,"Estado Miranda","Venezuela",10.25,-67.05,24.6,"TRS","VE_Miranda",900,19,11,13,28,96,156,145,125,106,96,67,39,1067,0.058458419678227,-0.871293365943419,-1.96611285637283,7.96007894375236,5.90081976488529,6.37685306356468,9.40319498601556,1029.08851004158,NA,20.7577758176693
