"binomial","P50","Ks","lat","lon","log_P50","log_Ks","mean_storm_size","median_storm_size","sd_storm_size","storm_freq","map_reanalysis","mean_temp","nspp","site_name","mat","a_m","map_reanalysis_scaled","storm_freq_scaled","mean_storm_size_scaled","mean_temp_scaled"
"Petalostigma pubescens",NA,3.8,-18.296,145.4927,NA,1.33500106673234,11.5624037498186,7.00860345064112,12.808742547883,5.27086948533165,844.730568893236,21.544519297069,17,"",NA,9.992,-0.140914038122546,-0.388683996057829,-0.00367502583440683,0.603186717464755
"Planchonia careya",NA,10.27,-18.296,145.4927,NA,2.32922702394047,11.5624037498186,7.00860345064112,12.808742547883,5.27086948533165,844.730568893236,21.544519297069,17,"",NA,11.128,-0.140914038122546,-0.388683996057829,-0.00367502583440683,0.603186717464755
"Lophostemon suaveolens",NA,6.72,-18.296,145.4927,NA,1.90508815453506,11.5624037498186,7.00860345064112,12.808742547883,5.27086948533165,844.730568893236,21.544519297069,17,"",NA,12.122,-0.140914038122546,-0.388683996057829,-0.00367502583440683,0.603186717464755
"Allocasuarina torulosa",NA,4.32,-18.296,145.4927,NA,1.46325540225602,11.5624037498186,7.00860345064112,12.808742547883,5.27086948533165,844.730568893236,21.544519297069,17,"",NA,5.37,-0.140914038122546,-0.388683996057829,-0.00367502583440683,0.603186717464755
"Acacia flavescens",NA,9.38,-18.4373,146.1287,NA,2.23857976301813,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,23.347303805562,16,"",NA,11.82,1.41881445110109,0.519150774798612,1.86259346865565,0.98831840290945
"Acacia mangium",NA,3.48,-18.4373,146.1287,NA,1.24703229378638,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,23.347303805562,16,"",NA,13.352,1.41881445110109,0.519150774798612,1.86259346865565,0.98831840290945
"Macaranga involucrata",NA,3.09,-18.4373,146.1287,NA,1.12817109090965,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,23.347303805562,16,"",NA,6.214,1.41881445110109,0.519150774798612,1.86259346865565,0.98831840290945
"Macaranga tanarius",NA,4.35,-18.4373,146.1287,NA,1.47017584510059,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,23.347303805562,16,"",NA,6.96,1.41881445110109,0.519150774798612,1.86259346865565,0.98831840290945
"Acacia crassicarpa",NA,8.65,-18.4373,146.1287,NA,2.15755932094379,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,23.347303805562,16,"",NA,13.414,1.41881445110109,0.519150774798612,1.86259346865565,0.98831840290945
"Polyscias elegans",NA,4.35,-18.4373,146.1287,NA,1.47017584510059,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,23.347303805562,16,"",NA,3.66,1.41881445110109,0.519150774798612,1.86259346865565,0.98831840290945
"Timonius timon",NA,6.36,-18.4373,146.1287,NA,1.85002837735203,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,23.347303805562,16,"",NA,8.674,1.41881445110109,0.519150774798612,1.86259346865565,0.98831840290945
"Chionanthus ramiflora",NA,2.37,-18.4373,146.1287,NA,0.86288995514704,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,23.347303805562,16,"",NA,4.182,1.41881445110109,0.519150774798612,1.86259346865565,0.98831840290945
"Allocasuarina torulosa",NA,2.27,-18.4373,146.1287,NA,0.819779831493311,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,23.347303805562,16,"",NA,4.644,1.41881445110109,0.519150774798612,1.86259346865565,0.98831840290945
"Alphitonia excelsa",NA,5.68,-18.4373,146.1287,NA,1.73695123273306,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,23.347303805562,16,"",NA,13.0933,1.41881445110109,0.519150774798612,1.86259346865565,0.98831840290945
"Canarium australianum",NA,3.26,-18.4373,146.1287,NA,1.18172719537862,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,23.347303805562,16,"",NA,8.885,1.41881445110109,0.519150774798612,1.86259346865565,0.98831840290945
"Lophostemon suaveolens",NA,1.39,-18.4373,146.1287,NA,0.3293037471426,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,23.347303805562,16,"",NA,12.074,1.41881445110109,0.519150774798612,1.86259346865565,0.98831840290945
"Corymbia intermedia",NA,3.61,-18.4373,146.1287,NA,1.28370777234479,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,23.347303805562,16,"",NA,9.97,1.41881445110109,0.519150774798612,1.86259346865565,0.98831840290945
"Eucalyptus platyphylla ",NA,2.62,-18.4373,146.1287,NA,0.963174317773006,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,23.347303805562,16,"",NA,16.82,1.41881445110109,0.519150774798612,1.86259346865565,0.98831840290945
"Ixora timorensis",NA,2.4,-18.4373,146.1287,NA,0.8754687373539,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,23.347303805562,16,"",NA,7.466,1.41881445110109,0.519150774798612,1.86259346865565,0.98831840290945
"Planchonia careya",NA,9.35,-18.4373,146.1287,NA,2.2353763433006,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,23.347303805562,16,"",NA,9.488,1.41881445110109,0.519150774798612,1.86259346865565,0.98831840290945
"Acacia holosericea",NA,4.1,-18.7105,141.8301,NA,1.41098697371026,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,26.9195549880692,16,"",NA,29.52,-0.305323288805472,-0.65044902812702,0.449512100481156,1.75146403250046
"Grevillea striata",NA,2.31,-18.7105,141.8301,NA,0.837247524533702,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,26.9195549880692,16,"",NA,22.67,-0.305323288805472,-0.65044902812702,0.449512100481156,1.75146403250046
"Melaleuca stenostachya",NA,2.74,-18.7105,141.8301,NA,1.00795792039998,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,26.9195549880692,16,"",NA,24.21,-0.305323288805472,-0.65044902812702,0.449512100481156,1.75146403250046
"Melaleuca viridiflora",NA,3.18,-18.7105,141.8301,NA,1.15688119679209,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,26.9195549880692,16,"",NA,13.65,-0.305323288805472,-0.65044902812702,0.449512100481156,1.75146403250046
"Petalostigma banksii",NA,4.08,-18.7105,141.8301,NA,1.40609698841607,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,26.9195549880692,16,"",NA,15.79,-0.305323288805472,-0.65044902812702,0.449512100481156,1.75146403250046
"Alphitonia excelsa",NA,2.82,-18.7105,141.8301,NA,1.03673688495002,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,26.9195549880692,16,"",NA,23.92,-0.305323288805472,-0.65044902812702,0.449512100481156,1.75146403250046
"Archidendropsis basaltica",NA,4.26,-18.7105,141.8301,NA,1.44926916028128,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,26.9195549880692,16,"",NA,21.28,-0.305323288805472,-0.65044902812702,0.449512100481156,1.75146403250046
"Carissa lanceolata",NA,2.38,-18.7105,141.8301,NA,0.867100487683383,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,26.9195549880692,16,"",NA,14.81,-0.305323288805472,-0.65044902812702,0.449512100481156,1.75146403250046
"Corymbia polycarpa",NA,8.37,-18.7105,141.8301,NA,2.12465388450138,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,26.9195549880692,16,"",NA,26.93,-0.305323288805472,-0.65044902812702,0.449512100481156,1.75146403250046
"Dodonaea physocarpa",NA,1.07,-18.7105,141.8301,NA,0.0676586484738149,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,26.9195549880692,16,"",NA,23.45,-0.305323288805472,-0.65044902812702,0.449512100481156,1.75146403250046
"Erythrophleum chlorostachys",NA,2.35,-18.7105,141.8301,NA,0.854415328156068,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,26.9195549880692,16,"",NA,17.04,-0.305323288805472,-0.65044902812702,0.449512100481156,1.75146403250046
"Gardenia vilhelmii",NA,2.71,-18.7105,141.8301,NA,0.99694863489161,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,26.9195549880692,16,"",NA,13.86,-0.305323288805472,-0.65044902812702,0.449512100481156,1.75146403250046
"Grevillea parallela",NA,3.34,-18.7105,141.8301,NA,1.20597080698861,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,26.9195549880692,16,"",NA,21.46,-0.305323288805472,-0.65044902812702,0.449512100481156,1.75146403250046
"Terminalia platyptera",NA,2.49,-18.7105,141.8301,NA,0.912282710476616,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,26.9195549880692,16,"",NA,17.52,-0.305323288805472,-0.65044902812702,0.449512100481156,1.75146403250046
"Melaleuca citrolens",NA,1.11,-18.7105,141.8301,NA,0.104360015324243,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,26.9195549880692,16,"",NA,19.12,-0.305323288805472,-0.65044902812702,0.449512100481156,1.75146403250046
"Ventilago viminalis",NA,3.73,-18.7105,141.8301,NA,1.31640823365572,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,26.9195549880692,16,"",NA,22.61,-0.305323288805472,-0.65044902812702,0.449512100481156,1.75146403250046
"Cochlospermum gillivraei",-1.44,7.75,-19.183,145.75,-0.364643113587909,2.04769284336526,11.5524274815785,7.33182789233979,12.0520776843419,4.2008880632056,675.52632889344,22.9456461349176,4,"AU_Qld_ManyPeaks",18.5,7.02,-0.326385694109157,-0.611160756810447,-0.00636621169477209,0.902511644010473
"Brachychiton australis",-3.17,6.46,-19.183,145.75,-1.15373158788919,1.86562931779451,11.5524274815785,7.33182789233979,12.0520776843419,4.2008880632056,675.52632889344,22.9456461349176,4,"AU_Qld_ManyPeaks",18.5,8.85,-0.326385694109157,-0.611160756810447,-0.00636621169477209,0.902511644010473
"Austromyrtus bidwillii",-5.12,1.24,-19.183,145.75,-1.63315443905142,0.215111379616945,11.5524274815785,7.33182789233979,12.0520776843419,4.2008880632056,675.52632889344,22.9456461349176,4,"AU_Qld_ManyPeaks",18.5,4.17,-0.326385694109157,-0.611160756810447,-0.00636621169477209,0.902511644010473
"Alphitonia excelsa",-5.56,4.89,-19.183,145.75,-1.71559810826249,1.58719230348678,11.5524274815785,7.33182789233979,12.0520776843419,4.2008880632056,675.52632889344,22.9456461349176,4,"AU_Qld_ManyPeaks",18.5,7.19,-0.326385694109157,-0.611160756810447,-0.00636621169477209,0.902511644010473
"Corymbia erythrophloia",-1.785,NA,-20.1,146.883,-0.579418415231602,NA,12.7167006322232,7.59076889498498,14.0379850260268,4.01937815160362,698.226944279433,23.0736392127474,2,"AU_Qld_Ravenswood",NA,NA,-0.301502625413241,-0.64890135336909,0.307706682618905,0.929855006213564
"Eucalyptus sp",-2.055,NA,-20.1,146.883,-0.720275847948198,NA,12.7167006322232,7.59076889498498,14.0379850260268,4.01937815160362,698.226944279433,23.0736392127474,2,"AU_Qld_Ravenswood",NA,NA,-0.301502625413241,-0.64890135336909,0.307706682618905,0.929855006213564
"Adansonia rubrostipa",-1.1,NA,-20.45,44.817,-0.0953101798043249,NA,17.7633398885957,9.94587538922629,21.4484099564919,3.63346875446584,806.152347756598,24.751101058097,2,"MG_Kirindy",NA,NA,-0.183201196879552,-0.729141879834132,1.66908188647743,1.28821381433795
"Adansonia za",-1.7,NA,-20.45,44.817,-0.53062825106217,NA,17.7633398885957,9.94587538922629,21.4484099564919,3.63346875446584,806.152347756598,24.751101058097,2,"MG_Kirindy",NA,NA,-0.183201196879552,-0.729141879834132,1.66908188647743,1.28821381433795
"Zygogynum pomiferum",-3.45,NA,-21.34,165.46,-1.23837423104327,NA,15.7394700784336,8.67178452719765,19.7889960477439,8.84006900353184,1809.36361598646,21.9435611208299,2,"NC_Sarramea",23,NA,0.916459516251782,0.353444727739245,1.12312525367206,0.68843464888637
"Amborella trichopoda",-3,NA,-21.34,165.46,-1.09861228866811,NA,15.7394700784336,8.67178452719765,19.7889960477439,8.84006900353184,1809.36361598646,21.9435611208299,2,"NC_Sarramea",23,NA,0.916459516251782,0.353444727739245,1.12312525367206,0.68843464888637
"Araucaria laubenfelsii",-2.4,0.273,-22.083,166.447,-0.8754687373539,-1.29828348379718,11.8329638368063,6.66793059970422,14.7832536456288,7.61253904415818,1237.26403929825,21.1125974693616,2,"NC_Sud_2",19.9,NA,0.289357879332225,0.0982095587532246,0.0693109307333739,0.510914579168893
"Araucaria columnaris",-3.3,NA,-22.083,166.447,-1.19392246847243,NA,11.8329638368063,6.66793059970422,14.7832536456288,7.61253904415818,1237.26403929825,21.1125974693616,2,"NC_Sud_2",19.9,NA,0.289357879332225,0.0982095587532246,0.0693109307333739,0.510914579168893
