"binomial","P50","Ks","lat","lon","log_P50","log_Ks","mean_storm_size","median_storm_size","sd_storm_size","storm_freq","map_reanalysis","mean_temp","nspp","site_name","mat","a_m","map_reanalysis_scaled","storm_freq_scaled","mean_storm_size_scaled","mean_temp_scaled"
"Cliffortia ruscifolia",NA,1.1889671295,-33.935,19.521,NA,0.17308497182608,6.66709835169152,5.03150576392231,4.96746552788776,2.27998596121786,188.371571272362,17.591404179269,18,"SA_Jonaskop_2",NA,NA,-0.860375856636093,-1.01056589463422,-1.32422659407059,-0.24132347268986
"Passerina obtusifolia",NA,0.568295058,-33.935,19.521,NA,-0.565114526828081,6.66709835169152,5.03150576392231,4.96746552788776,2.27998596121786,188.371571272362,17.591404179269,18,"SA_Jonaskop_6",NA,NA,-0.860375856636093,-1.01056589463422,-1.32422659407059,-0.24132347268986
"Protea repens",NA,1.137172238,-33.935,19.521,NA,0.128544687904383,6.66709835169152,5.03150576392231,4.96746552788776,2.27998596121786,188.371571272362,17.591404179269,18,"SA_Jonaskop_2",NA,NA,-0.860375856636093,-1.01056589463422,-1.32422659407059,-0.24132347268986
"Erica vestita",-2.617093489,0.668,-33.935,19.521,-0.962064346639393,-0.403467105445491,6.66709835169152,5.03150576392231,4.96746552788776,2.27998596121786,188.371571272362,17.591404179269,18,"SA_Jonaskop_2",NA,NA,-0.860375856636093,-1.01056589463422,-1.32422659407059,-0.24132347268986
"Pteronia paniculata",NA,0.1640743315,-33.935,19.521,NA,-1.80743571298689,6.66709835169152,5.03150576392231,4.96746552788776,2.27998596121786,188.371571272362,17.591404179269,18,"SA_Jonaskop_4",NA,NA,-0.860375856636093,-1.01056589463422,-1.32422659407059,-0.24132347268986
"Brunia noduliflora",NA,0.309,-33.935,19.521,NA,-1.17441400208439,6.66709835169152,5.03150576392231,4.96746552788776,2.27998596121786,188.371571272362,17.591404179269,18,"SA_Jonaskop_3",NA,NA,-0.860375856636093,-1.01056589463422,-1.32422659407059,-0.24132347268986
"Brabejum stellatifolium",-2.42666666666667,NA,-33.95,18.917,-0.886518573540485,NA,12.3316138585237,8.4500215917995,10.8742322044262,5.35603576751118,852.883313421292,16.7946529251638,4,"SA_Jonkershoek",NA,NA,-0.131977482936599,-0.370975727303969,0.203826147788443,-0.411534694235255
"Metrosideros angustifolia",-1.71333333333333,NA,-33.95,18.917,-0.538440790798964,NA,12.3316138585237,8.4500215917995,10.8742322044262,5.35603576751118,852.883313421292,16.7946529251638,4,"SA_Jonkershoek",NA,NA,-0.131977482936599,-0.370975727303969,0.203826147788443,-0.411534694235255
"Brachylaena nereifolia",-1.8,NA,-33.95,18.917,-0.587786664902119,NA,12.3316138585237,8.4500215917995,10.8742322044262,5.35603576751118,852.883313421292,16.7946529251638,4,"SA_Jonkershoek",NA,NA,-0.131977482936599,-0.370975727303969,0.203826147788443,-0.411534694235255
"Rapanea melanophloeos",-1.96,NA,-33.95,18.917,-0.672944473242426,NA,12.3316138585237,8.4500215917995,10.8742322044262,5.35603576751118,852.883313421292,16.7946529251638,4,"SA_Jonkershoek",NA,NA,-0.131977482936599,-0.370975727303969,0.203826147788443,-0.411534694235255
"Phyllocladus trichomanoides",-7.02,0.693,-34.427,175.727,-1.94876321803772,-0.366725279792234,10.3341063251691,6.40064591631844,10.7924270610662,7.96647816589429,1124.32283276936,17.4370955215763,2,"NZ_Waitakere",15.1,NA,0.16555842487373,0.171802639604118,-0.335019029622596,-0.274288673542166
"Prumnopitys ferruginea",-5.58,0.478,-34.427,175.727,-1.71918877639322,-0.738144546490681,10.3341063251691,6.40064591631844,10.7924270610662,7.96647816589429,1124.32283276936,17.4370955215763,2,"NZ_Waitakere",15.1,NA,0.16555842487373,0.171802639604118,-0.335019029622596,-0.274288673542166
"Nothofagus dombeyi",-3.2,0.84,-35.8333333333333,-72.5,-1.16315080980568,-0.174353387144778,17.5837475365274,11.8684769699625,17.2890370942067,1.90372094063947,272.913745427222,14.9127237323025,4,"",15.3,NA,-0.767705737724006,-1.08880110622926,1.62063527428899,-0.813574182881694
"Nothofagus obliqua",-4.5,0.723,-35.8333333333333,-72.5,-1.50407739677627,-0.324346056823372,17.5837475365274,11.8684769699625,17.2890370942067,1.90372094063947,272.913745427222,14.9127237323025,4,"",15.3,NA,-0.767705737724006,-1.08880110622926,1.62063527428899,-0.813574182881694
"Nothofagus alessandrii",-4.3,0.52,-35.8333333333333,-72.5,-1.45861502269952,-0.653926467406664,17.5837475365274,11.8684769699625,17.2890370942067,1.90372094063947,272.913745427222,14.9127237323025,4,"",15.3,NA,-0.767705737724006,-1.08880110622926,1.62063527428899,-0.813574182881694
"Nothofagus glauca",-3.2,0.804,-35.8333333333333,-72.5,-1.16315080980568,-0.218156009803171,17.5837475365274,11.8684769699625,17.2890370942067,1.90372094063947,272.913745427222,14.9127237323025,4,"",15.3,NA,-0.767705737724006,-1.08880110622926,1.62063527428899,-0.813574182881694
"Pseudowintera axillaris",-3.7,NA,-40.48,172.3,-1.30833281965018,NA,9.9526249301514,6.80557686914902,9.10915378519903,10.0041871669763,1343.94777499413,14.2079365505897,2,"NZ_Wakamarama",8,NA,0.406298265260951,0.59549494728586,-0.437926981930595,-0.964138975231594
"Pseudowintera traversii",-5.62,NA,-40.48,172.3,-1.7263316639056,NA,9.9526249301514,6.80557686914902,9.10915378519903,10.0041871669763,1343.94777499413,14.2079365505897,2,"NZ_Wakamarama",8,NA,0.406298265260951,0.59549494728586,-0.437926981930595,-0.964138975231594
"Aotus ericoides",NA,0.35,-42.3876,147.0487,NA,-1.04982212449868,6.8397374090329,4.98174336633052,5.33458420706794,5.67924253223612,315.384057029064,12.4467140220906,15,"",NA,13.637,-0.721152300156067,-0.303772696875215,-1.27765569412261,-1.34039170962581
"Banksia marginata",NA,2.31,-42.3876,147.0487,NA,0.837247524533702,6.8397374090329,4.98174336633052,5.33458420706794,5.67924253223612,315.384057029064,12.4467140220906,15,"",NA,17.032,-0.721152300156067,-0.303772696875215,-1.27765569412261,-1.34039170962581
"Bossiaea cinerea",NA,0.82,-42.3876,147.0487,NA,-0.198450938723838,6.8397374090329,4.98174336633052,5.33458420706794,5.67924253223612,315.384057029064,12.4467140220906,15,"",NA,6.161,-0.721152300156067,-0.303772696875215,-1.27765569412261,-1.34039170962581
"Cassinia aculeata",NA,1,-42.3876,147.0487,NA,0,6.8397374090329,4.98174336633052,5.33458420706794,5.67924253223612,315.384057029064,12.4467140220906,15,"",NA,10.588,-0.721152300156067,-0.303772696875215,-1.27765569412261,-1.34039170962581
"Persoonia juniperina",NA,0.68,-42.3876,147.0487,NA,-0.385662480811985,6.8397374090329,4.98174336633052,5.33458420706794,5.67924253223612,315.384057029064,12.4467140220906,15,"",NA,2.314,-0.721152300156067,-0.303772696875215,-1.27765569412261,-1.34039170962581
"Pultenaea juniperina",NA,0.05,-42.3876,147.0487,NA,-2.99573227355399,6.8397374090329,4.98174336633052,5.33458420706794,5.67924253223612,315.384057029064,12.4467140220906,15,"",NA,8.921,-0.721152300156067,-0.303772696875215,-1.27765569412261,-1.34039170962581
"Acacia dealbata",NA,2.14,-42.3876,147.0487,NA,0.76080582903376,6.8397374090329,4.98174336633052,5.33458420706794,5.67924253223612,315.384057029064,12.4467140220906,15,"",NA,11.65,-0.721152300156067,-0.303772696875215,-1.27765569412261,-1.34039170962581
"Eucalyptus pauciflora",NA,9.02,-42.3876,147.0487,NA,2.19944433407453,6.8397374090329,4.98174336633052,5.33458420706794,5.67924253223612,315.384057029064,12.4467140220906,15,"",NA,12.217,-0.721152300156067,-0.303772696875215,-1.27765569412261,-1.34039170962581
"Eucalyptus rubida",NA,5.56,-42.3876,147.0487,NA,1.71559810826249,6.8397374090329,4.98174336633052,5.33458420706794,5.67924253223612,315.384057029064,12.4467140220906,15,"",NA,12.276,-0.721152300156067,-0.303772696875215,-1.27765569412261,-1.34039170962581
"Daviesia latifolia",NA,1.16,-42.3876,147.0487,NA,0.148420005118273,6.8397374090329,4.98174336633052,5.33458420706794,5.67924253223612,315.384057029064,12.4467140220906,15,"",NA,10.956,-0.721152300156067,-0.303772696875215,-1.27765569412261,-1.34039170962581
"Epacris impressa",NA,0.05,-42.3876,147.0487,NA,-2.99573227355399,6.8397374090329,4.98174336633052,5.33458420706794,5.67924253223612,315.384057029064,12.4467140220906,15,"",NA,3.453,-0.721152300156067,-0.303772696875215,-1.27765569412261,-1.34039170962581
"Leucopogon ericoides",NA,0.39,-42.3876,147.0487,NA,-0.941608539858445,6.8397374090329,4.98174336633052,5.33458420706794,5.67924253223612,315.384057029064,12.4467140220906,15,"",NA,8.812,-0.721152300156067,-0.303772696875215,-1.27765569412261,-1.34039170962581
"Leucopogon virgatus",NA,0.16,-42.3876,147.0487,NA,-1.83258146374831,6.8397374090329,4.98174336633052,5.33458420706794,5.67924253223612,315.384057029064,12.4467140220906,15,"",NA,6.44,-0.721152300156067,-0.303772696875215,-1.27765569412261,-1.34039170962581
"Eucalyptus tenuiramis",NA,6.88,-42.3876,147.0487,NA,1.92861865194525,6.8397374090329,4.98174336633052,5.33458420706794,5.67924253223612,315.384057029064,12.4467140220906,15,"",NA,13.304,-0.721152300156067,-0.303772696875215,-1.27765569412261,-1.34039170962581
"Exocarpos cupressiformis",NA,2.03,-42.3876,147.0487,NA,0.708035793053696,6.8397374090329,4.98174336633052,5.33458420706794,5.67924253223612,315.384057029064,12.4467140220906,15,"",NA,4.477,-0.721152300156067,-0.303772696875215,-1.27765569412261,-1.34039170962581
"Aotus ericoides ",NA,1.3,-42.9813,147.1903,NA,0.262364264467491,6.35229829721548,4.69327975911173,4.7671136755655,6.19475605672355,395.518565894668,12.8267872204536,16,"",NA,10.57,-0.633313602609272,-0.196584126419253,-1.40914666990043,-1.2591960754342
"Banksia marginata",NA,3.12,-42.9813,147.1903,NA,1.13783300182139,6.35229829721548,4.69327975911173,4.7671136755655,6.19475605672355,395.518565894668,12.8267872204536,16,"",NA,12.362,-0.633313602609272,-0.196584126419253,-1.40914666990043,-1.2591960754342
"Eucalyptus amygdalina",NA,7.27,-42.9813,147.1903,NA,1.98375629154543,6.35229829721548,4.69327975911173,4.7671136755655,6.19475605672355,395.518565894668,12.8267872204536,16,"",NA,16.641,-0.633313602609272,-0.196584126419253,-1.40914666990043,-1.2591960754342
"Exocarpos cupressiformis",NA,3.58,-42.9813,147.1903,NA,1.27536280041261,6.35229829721548,4.69327975911173,4.7671136755655,6.19475605672355,395.518565894668,12.8267872204536,16,"",NA,5.526,-0.633313602609272,-0.196584126419253,-1.40914666990043,-1.2591960754342
"Leptospermum glaucescens",NA,5.01,-42.9813,147.1903,NA,1.61143591509677,6.35229829721548,4.69327975911173,4.7671136755655,6.19475605672355,395.518565894668,12.8267872204536,16,"",NA,7.106,-0.633313602609272,-0.196584126419253,-1.40914666990043,-1.2591960754342
"Epacris lanuginosa ",NA,0.53,-42.9813,147.1903,NA,-0.63487827243597,6.35229829721548,4.69327975911173,4.7671136755655,6.19475605672355,395.518565894668,12.8267872204536,16,"",NA,4.672,-0.633313602609272,-0.196584126419253,-1.40914666990043,-1.2591960754342
"Oxylobium ellipticum",NA,1.78,-42.9813,147.1903,NA,0.576613364303994,6.35229829721548,4.69327975911173,4.7671136755655,6.19475605672355,395.518565894668,12.8267872204536,16,"",NA,10.759,-0.633313602609272,-0.196584126419253,-1.40914666990043,-1.2591960754342
"Acacia terminalis",NA,0.43,-42.9813,147.1903,NA,-0.843970070294529,6.35229829721548,4.69327975911173,4.7671136755655,6.19475605672355,395.518565894668,12.8267872204536,16,"",NA,10.061,-0.633313602609272,-0.196584126419253,-1.40914666990043,-1.2591960754342
"Allocasuarina monilifera",NA,1.75,-42.9813,147.1903,NA,0.559615787935423,6.35229829721548,4.69327975911173,4.7671136755655,6.19475605672355,395.518565894668,12.8267872204536,16,"",NA,14.19,-0.633313602609272,-0.196584126419253,-1.40914666990043,-1.2591960754342
"Epacris impressa",NA,0.38,-42.9813,147.1903,NA,-0.967584026261706,6.35229829721548,4.69327975911173,4.7671136755655,6.19475605672355,395.518565894668,12.8267872204536,16,"",NA,4.154,-0.633313602609272,-0.196584126419253,-1.40914666990043,-1.2591960754342
"Leptospermum scoparium",NA,0.8,-42.9813,147.1903,NA,-0.22314355131421,6.35229829721548,4.69327975911173,4.7671136755655,6.19475605672355,395.518565894668,12.8267872204536,16,"",NA,6.023,-0.633313602609272,-0.196584126419253,-1.40914666990043,-1.2591960754342
"Leucopogon ericoides",NA,1.18,-42.9813,147.1903,NA,0.165514438477573,6.35229829721548,4.69327975911173,4.7671136755655,6.19475605672355,395.518565894668,12.8267872204536,16,"",NA,7.427,-0.633313602609272,-0.196584126419253,-1.40914666990043,-1.2591960754342
"Melaleuca squamea",NA,2.96,-42.9813,147.1903,NA,1.08518926833597,6.35229829721548,4.69327975911173,4.7671136755655,6.19475605672355,395.518565894668,12.8267872204536,16,"",NA,8.153,-0.633313602609272,-0.196584126419253,-1.40914666990043,-1.2591960754342
"Melaleuca squarrosa ",NA,4.1,-42.9813,147.1903,NA,1.41098697371026,6.35229829721548,4.69327975911173,4.7671136755655,6.19475605672355,395.518565894668,12.8267872204536,16,"",NA,7.302,-0.633313602609272,-0.196584126419253,-1.40914666990043,-1.2591960754342
"Monotoca glauca",NA,1.69,-42.9813,147.1903,NA,0.524728528934982,6.35229829721548,4.69327975911173,4.7671136755655,6.19475605672355,395.518565894668,12.8267872204536,16,"",NA,5.223,-0.633313602609272,-0.196584126419253,-1.40914666990043,-1.2591960754342
"Acacia dealbata",NA,3.25,-42.9813,147.1903,NA,1.17865499634165,6.35229829721548,4.69327975911173,4.7671136755655,6.19475605672355,395.518565894668,12.8267872204536,16,"",NA,12.405,-0.633313602609272,-0.196584126419253,-1.40914666990043,-1.2591960754342
"Nothofagus antarctica",-5.3,0.41,-43.2666666666667,-71.6833333333333,-1.66770682055808,-0.891598119283784,7.48666119024636,6.20477166279954,4.59565378753535,8.79545454545454,61.1051883080082,12.172524099639,2,"",3.6,NA,-0.999877720181908,0.344168230119268,-1.1031423299232,-1.39896733331697
"Nothofagus pumilio",-5,0.769,-43.2666666666667,-71.6833333333333,-1.6094379124341,-0.262664309476493,7.48666119024636,6.20477166279954,4.59565378753535,8.79545454545454,61.1051883080082,12.172524099639,2,"",3.6,NA,-0.999877720181908,0.344168230119268,-1.1031423299232,-1.39896733331697
"Colliguaja integerrima",NA,0.112666666666667,-45.95,-67.5166666666667,NA,-2.18332167216723,6.87326387267431,5.2629855258221,5.01838221752171,1.78008700627455,135.411796272835,13.6351780943999,3,"",12.9,NA,-0.918427222073817,-1.11450779296963,-1.26861163649221,-1.08649826362457
"Retanilla patagonica",NA,0.155,-45.95,-67.5166666666667,NA,-1.86433016206289,6.87326387267431,5.2629855258221,5.01838221752171,1.78008700627455,135.411796272835,13.6351780943999,3,"",12.9,NA,-0.918427222073817,-1.11450779296963,-1.26861163649221,-1.08649826362457
"Berberis microphylla",NA,0.055,-45.95,-67.5166666666667,NA,-2.90042209374967,6.87326387267431,5.2629855258221,5.01838221752171,1.78008700627455,135.411796272835,13.6351780943999,3,"",12.9,NA,-0.918427222073817,-1.11450779296963,-1.26861163649221,-1.08649826362457
"Adesmia boronioides",-4.42,0.23,-46.5166666666667,-71.05,-1.48613969608961,-1.46967597005894,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,10.5582701282871,7,"",9.7,NA,-0.955326617970689,-1.13252120760381,-1.60132527968323,-1.7438229440645
"Berberis heterophylla",-4.5,0.14,-46.5166666666667,-71.05,-1.50407739677627,-1.96611285637283,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,10.5582701282871,7,"",9.7,NA,-0.955326617970689,-1.13252120760381,-1.60132527968323,-1.7438229440645
"Lycium chilensis",-4.9,0.3,-46.5166666666667,-71.05,-1.58923520511658,-1.20397280432594,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,10.5582701282871,7,"",9.7,NA,-0.955326617970689,-1.13252120760381,-1.60132527968323,-1.7438229440645
"Mulinum spinosum",-5.7,0.52,-46.5166666666667,-71.05,-1.7404661748405,-0.653926467406664,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,10.5582701282871,7,"",9.7,NA,-0.955326617970689,-1.13252120760381,-1.60132527968323,-1.7438229440645
"Senecio filaginoides",-5,0.41,-46.5166666666667,-71.05,-1.6094379124341,-0.891598119283784,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,10.5582701282871,7,"",9.7,NA,-0.955326617970689,-1.13252120760381,-1.60132527968323,-1.7438229440645
"Colliguaja integerrima",-4.4,0.37,-46.5166666666667,-71.05,-1.48160454092422,-0.994252273343867,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,10.5582701282871,7,"",9.7,NA,-0.955326617970689,-1.13252120760381,-1.60132527968323,-1.7438229440645
"Schinus johnstonii",-3.6,0.13,-46.5166666666667,-71.05,-1.28093384546206,-2.04022082852655,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,10.5582701282871,7,"",9.7,NA,-0.955326617970689,-1.13252120760381,-1.60132527968323,-1.7438229440645
"Lycium chilense",NA,0.266,-46.517,-71.05,NA,-1.32425897020044,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,10.5582701282871,7,"AR_Patagonia",9,NA,-0.955326617970689,-1.13252120760381,-1.60132527968323,-1.7438229440645
"Colliguaja integerrima",NA,0.43,-46.517,-71.05,NA,-0.843970070294529,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,10.5582701282871,7,"AR_Patagonia",9,NA,-0.955326617970689,-1.13252120760381,-1.60132527968323,-1.7438229440645
"Berberis heterophylla",NA,0.067,-46.517,-71.05,NA,-2.70306265959117,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,10.5582701282871,7,"AR_Patagonia",9,NA,-0.955326617970689,-1.13252120760381,-1.60132527968323,-1.7438229440645
"Senecio filaginoides",NA,0.38,-46.517,-71.05,NA,-0.967584026261706,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,10.5582701282871,7,"AR_Patagonia",9,NA,-0.955326617970689,-1.13252120760381,-1.60132527968323,-1.7438229440645
"Mulinum spinosum",NA,0.51,-46.517,-71.05,NA,-0.673344553263766,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,10.5582701282871,7,"AR_Patagonia",9,NA,-0.955326617970689,-1.13252120760381,-1.60132527968323,-1.7438229440645
"Schinus johnstonii",NA,0.185,-46.517,-71.05,NA,-1.68739945390381,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,10.5582701282871,7,"AR_Patagonia",9,NA,-0.955326617970689,-1.13252120760381,-1.60132527968323,-1.7438229440645
"Adesmia boronioides",NA,0.33,-46.517,-71.05,NA,-1.10866262452161,5.63988917325309,4.59441150117474,3.47680682430958,1.69345315318166,101.748786116542,10.5582701282871,7,"AR_Patagonia",9,NA,-0.955326617970689,-1.13252120760381,-1.60132527968323,-1.7438229440645
"Gnetum latifolium",NA,1.65,-5.133,145.683,NA,0.500775287912489,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,26.4457452076124,16,"PNG_Madang",26.5,8.98,2.67792012561822,1.09838694256636,2.8424821021609,1.65024330508249
"Homalanthus novoguineensis",NA,3.87,-5.133,145.683,NA,1.35325450704169,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,26.4457452076124,16,"PNG_Madang",26.5,26,2.67792012561822,1.09838694256636,2.8424821021609,1.65024330508249
"Gnetum sp.",NA,1.8,-5.133,145.683,NA,0.587786664902119,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,26.4457452076124,16,"PNG_Madang",26.5,8,2.67792012561822,1.09838694256636,2.8424821021609,1.65024330508249
"Piper betle",NA,1.05785,-5.133,145.683,NA,0.0562385464471894,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,26.4457452076124,16,"PNG_Madang",26.5,NA,2.67792012561822,1.09838694256636,2.8424821021609,1.65024330508249
"Podocarpus neriifolius",NA,0.45,-5.133,145.683,NA,-0.798507696217772,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,26.4457452076124,16,"PNG_Madang",26.5,NA,2.67792012561822,1.09838694256636,2.8424821021609,1.65024330508249
"Gonocaryum sp.",NA,4.59504,-5.133,145.683,NA,1.52497746088402,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,26.4457452076124,16,"PNG_Madang",26.5,NA,2.67792012561822,1.09838694256636,2.8424821021609,1.65024330508249
"Hibiscus sp.",NA,9.2,-5.133,145.683,NA,2.21920348405499,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,26.4457452076124,16,"PNG_Madang",26.5,27.9,2.67792012561822,1.09838694256636,2.8424821021609,1.65024330508249
"Trichospermum pleiostigma",NA,7.66942,-5.133,145.683,NA,2.03724099322392,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,26.4457452076124,16,"PNG_Madang",26.5,NA,2.67792012561822,1.09838694256636,2.8424821021609,1.65024330508249
"Gnetum costatum",NA,1.12,-5.133,145.683,NA,0.113328685307003,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,26.4457452076124,16,"PNG_Madang",26.5,13.23,2.67792012561822,1.09838694256636,2.8424821021609,1.65024330508249
"Eupomatia laurina",NA,1.12397,-5.133,145.683,NA,0.116867060723845,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,26.4457452076124,16,"PNG_Madang",26.5,NA,2.67792012561822,1.09838694256636,2.8424821021609,1.65024330508249
"Gnetum gnemon",NA,1.1,-5.133,145.683,NA,0.0953101798043249,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,26.4457452076124,16,"PNG_Madang",26.5,13.45,2.67792012561822,1.09838694256636,2.8424821021609,1.65024330508249
"Piper aduncum",NA,7.82,-5.133,145.683,NA,2.05668455455722,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,26.4457452076124,16,"PNG_Madang",26.5,NA,2.67792012561822,1.09838694256636,2.8424821021609,1.65024330508249
"Kleinhovia hospita",NA,8.2,-5.133,145.683,NA,2.10413415427021,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,26.4457452076124,16,"PNG_Madang",26.5,NA,2.67792012561822,1.09838694256636,2.8424821021609,1.65024330508249
"Trema orientalis",NA,5.87,-5.133,145.683,NA,1.76985463384001,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,26.4457452076124,16,"PNG_Madang",26.5,NA,2.67792012561822,1.09838694256636,2.8424821021609,1.65024330508249
"Tinospora sp.",NA,10.1488,-5.133,145.683,NA,2.3173554718975,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,26.4457452076124,16,"PNG_Madang",26.5,NA,2.67792012561822,1.09838694256636,2.8424821021609,1.65024330508249
"Horsfieldia sp.",NA,1.45455,-5.133,145.683,NA,0.374696574436528,22.113152912309,12.1429004088383,27.8261734788714,12.4227997468509,3416.32939257359,26.4457452076124,16,"PNG_Madang",26.5,NA,2.67792012561822,1.09838694256636,2.8424821021609,1.65024330508249
"Ardisia palmana",NA,0.23,10.2,-84.7,NA,-1.46967597005894,11.9158354516796,8.33922180908055,11.3054905997344,18.3595512728906,2760.8663352391,25.104912562791,8,"CR_Monteverde",17.2,NA,1.95944038372747,2.33279085051653,0.0916662757186062,1.36379912167256
"Clusia stenophylla",NA,0.12,10.2,-84.7,NA,-2.12026353620009,11.9158354516796,8.33922180908055,11.3054905997344,18.3595512728906,2760.8663352391,25.104912562791,8,"CR_Monteverde",17.2,NA,1.95944038372747,2.33279085051653,0.0916662757186062,1.36379912167256
"Schefflera pittieri",NA,0.65,10.2,-84.7,NA,-0.430782916092454,11.9158354516796,8.33922180908055,11.3054905997344,18.3595512728906,2760.8663352391,25.104912562791,8,"CR_Monteverde",17.2,NA,1.95944038372747,2.33279085051653,0.0916662757186062,1.36379912167256
"Dendropanax latilobus",NA,0.64,10.2,-84.7,NA,-0.44628710262842,11.9158354516796,8.33922180908055,11.3054905997344,18.3595512728906,2760.8663352391,25.104912562791,8,"CR_Monteverde",17.2,NA,1.95944038372747,2.33279085051653,0.0916662757186062,1.36379912167256
"Oreopanax nubigenum",NA,0.48,10.2,-84.7,NA,-0.7339691750802,11.9158354516796,8.33922180908055,11.3054905997344,18.3595512728906,2760.8663352391,25.104912562791,8,"CR_Monteverde",17.2,NA,1.95944038372747,2.33279085051653,0.0916662757186062,1.36379912167256
"Cosmibuena valerii",NA,0.39,10.2,-84.7,NA,-0.941608539858445,11.9158354516796,8.33922180908055,11.3054905997344,18.3595512728906,2760.8663352391,25.104912562791,8,"CR_Monteverde",17.2,NA,1.95944038372747,2.33279085051653,0.0916662757186062,1.36379912167256
"Miconia sp.",NA,0.51,10.2,-84.7,NA,-0.673344553263766,11.9158354516796,8.33922180908055,11.3054905997344,18.3595512728906,2760.8663352391,25.104912562791,8,"CR_Monteverde",17.2,NA,1.95944038372747,2.33279085051653,0.0916662757186062,1.36379912167256
"Drimys granadensis",NA,0.39,10.2,-84.7,NA,-0.941608539858445,11.9158354516796,8.33922180908055,11.3054905997344,18.3595512728906,2760.8663352391,25.104912562791,8,"CR_Monteverde",17.2,NA,1.95944038372747,2.33279085051653,0.0916662757186062,1.36379912167256
"Pithecellobium dulce",-1.65,0.54,10.25,-67.05,-0.500775287912489,-0.616186139423817,7.96007894375236,5.90081976488529,6.37685306356468,9.40319498601556,1029.08851004158,20.7577758176693,6,"VE_Miranda",24.6,NA,0.0611682066197069,0.470533157395974,-0.975433738532271,0.435113472544809
"Morisonia americana",-2.39,0.14,10.25,-67.05,-0.871293365943419,-1.96611285637283,7.96007894375236,5.90081976488529,6.37685306356468,9.40319498601556,1029.08851004158,20.7577758176693,6,"VE_Miranda",24.6,NA,0.0611682066197069,0.470533157395974,-0.975433738532271,0.435113472544809
"Capparis aristiguetae",-2.45,0.105,10.25,-67.05,-0.896088024556636,-2.25379492882461,7.96007894375236,5.90081976488529,6.37685306356468,9.40319498601556,1029.08851004158,20.7577758176693,6,"VE_Miranda",24.6,NA,0.0611682066197069,0.470533157395974,-0.975433738532271,0.435113472544809
"Bourreria cumanensis",-3.82,0.41,10.25,-67.05,-1.34025042261848,-0.891598119283784,7.96007894375236,5.90081976488529,6.37685306356468,9.40319498601556,1029.08851004158,20.7577758176693,6,"VE_Miranda",24.6,NA,0.0611682066197069,0.470533157395974,-0.975433738532271,0.435113472544809
"Lonchocarpus dipteroneurus",-1.77,0.98,10.25,-67.05,-0.570979546585738,-0.0202027073175195,7.96007894375236,5.90081976488529,6.37685306356468,9.40319498601556,1029.08851004158,20.7577758176693,6,"VE_Miranda",24.6,NA,0.0611682066197069,0.470533157395974,-0.975433738532271,0.435113472544809
"Coursetia arborea",-2.42,1.26,10.25,-67.05,-0.883767540168595,0.231111720963387,7.96007894375236,5.90081976488529,6.37685306356468,9.40319498601556,1029.08851004158,20.7577758176693,6,"VE_Miranda",24.6,NA,0.0611682066197069,0.470533157395974,-0.975433738532271,0.435113472544809
"Cordia alliodora",-3.6,9.562827947,10.35,-85.35,-1.28093384546206,2.2578834936757,11.4269731260775,7.50073352479376,11.803371312819,13.6104485229569,2002.92539493354,27.3698349144417,5,"CR_PaloVerde",NA,NA,1.12863046230534,1.34532978396155,-0.0402086244607433,1.84765804024169
