"","lat","lon","elev_var","map_reanalysis","storm_freq","mean_temp"
"1",-15.933,-47.883,36.2519567850523,1568.73100351865,9.98622379192781,21.8795418364382
"40",-15.9333333333333,-47.8833333333333,36.0186116905841,1568.73100351865,9.98622379192781,21.8795418364382
"52",-16.083,145.4,120.754579730842,2260.43632628258,9.67714104893534,22.380992950551
"53",-16.31,145.15,141.973745832694,2260.43632628258,9.67714104893534,22.380992950551
"54",-16.35,145.17,144.228028186529,2260.43632628258,9.67714104893534,22.380992950551
"55",-16.533,145.583,2.41231603536695,1969.4875057689,9.17475654819019,23.5502616686726
"56",-16.541,-67.391,310.246437424012,1026.02082774248,10.4278770185575,14.2189800626427
"57",-16.5561111111111,145.274944444444,148.69006445201,1195.68911299648,6.15195884286385,22.3193191166448
"58",-16.82,145.645,75.000015431504,1969.4875057689,9.17475654819019,23.5502616686726
"59",-18.101,-64.456,66.4073446239557,683.022975885513,5.47198211624441,17.8047366688568
"60",-18.274,-64.158,61.6848297661284,683.022975885513,5.47198211624441,17.8047366688568
"61",-18.296,145.4927,39.9247432408126,844.730568893236,5.27086948533165,21.544519297069
"78",-18.4373,146.1287,121.871100628946,2267.65782007477,9.63701692423902,23.347303805562
"94",-18.7105,141.8301,2.10789394312924,694.741385032449,4.01193475287345,26.9195549880692
"110",-19.183,145.75,16.2492045317731,675.52632889344,4.2008880632056,22.9456461349176
"114",-20.1,146.883,14.1943175923911,698.226944279433,4.01937815160362,23.0736392127474
"116",-20.45,44.817,24.2451843790296,806.152347756598,3.63346875446584,24.751101058097
"118",-21.182,165.292,167.804540831969,1809.36361598646,8.84006900353184,21.9435611208299
"119",-21.34,165.46,143.711855240341,1809.36361598646,8.84006900353184,21.9435611208299
"121",-21.37,165.5,115.886031099731,1809.36361598646,8.84006900353184,21.9435611208299
"122",-22.033,166.467,229.877678701591,1237.26403929825,7.61253904415818,21.1125974693616
"123",-22.047,166.468,219.554684043172,1237.26403929825,7.61253904415818,21.1125974693616
"124",-22.047,166.469,220.742951708989,1237.26403929825,7.61253904415818,21.1125974693616
"125",-22.083,166.447,225.745131953525,1237.26403929825,7.61253904415818,21.1125974693616
"127",-22.0833333333333,166.433333333333,210.734504473592,1237.26403929825,7.61253904415818,21.1125974693616
"128",-22.1,166.5,197.872748475576,1237.26403929825,7.61253904415818,21.1125974693616
"129",-22.166,166.534,207.36252295922,2240.46559852865,11.0004123879713,21.5880576336254
"131",-22.583,165.917,23.4540881585671,893.897876739563,5.4882489843415,23.1678231437003
"134",-26.567,-54.333,58.3785313036915,1641.8313192504,11.0102790764143,20.222263108104
